"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00368361","2020-11","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.1",",7","278.5","7","0.8",",7","15",",7","8",",7","0",",7","2",",7","1",",7","0",",7","13",",7","0",",7","3",",7","0",",7","2","","1","","-5.0",",7,24,","51",",,7,02,","58",",,7,02,","20.3",",,7,23,","23.9",",7,11,","695.5","7","  10.6",",,,7,3,2","  11.1",",,,7,5,2","340.9",",7","  13.9",",,,7,3,2","  12.8",",,,7,5,2","   3.9",",,,7,3,2","   3.9",",,,7,5,2","   5.0",",,,7,3,2","   5.6",",,,7,5,2","   6.8",",,,7,3,2","   7.2",",,,7,5,2","   8.5",",,,7,3,2","   8.6",",,,7,5,2","76.6",",,,7","83",",,,7","7.00",",7","11.87",",,,7","2.13",",,,7","270",",7","22.4",",7"
"USC00368361","2020-12","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.5",",7","278.5","7","0.0",",7","18",",7","10",",7","1",",7","21",",7","6",",7","0",",7","26",",7","8",",7","0",",7","0",",7","2","","","","-10.6",",7,27,+","330",",,7,26,","191",",,7,25,","27.9",",,7,01,","12.2",",7,13,+","1261.3","7","   4.4","1,,,7,3,2","   4.4","1,,,7,5,2","565.8",",7","   6.1","1,,,7,3,2","   6.1","1,,,7,5,2","   0.6","1,,,7,3,2","   1.1","1,,,7,5,2","   1.1","1,,,7,3,2","   1.7","1,,,7,5,2","   2.3","1,,,7,3,2","   2.5","1,,,7,5,2","   3.0","1,,,7,3,2","   3.1","1,,,7,5,2","106.8",",,,7","613",",,,7","0.08",",7","2.84",",,,7","-2.67",",,,7","180",",7","14.3",",7"
"USC00368361","2021-01","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.9",",7","0.0","H","0.0",",7","17",",7","4",",7","0",",7","16",",7","5",",7","0",",7","31",",7","14",",7","0",",7","0",",7","3","","","","-10.6",",7,25,","152",",,7,20,","66",",,7,20,","19.8",",,7,02,","8.3",",7,16,","1887.5","H","   2.2","1,,,7,3,2","   2.2","1,,,7,5,2","626.2",",7","   2.2","1,,,7,3,2","   2.2","1,,,7,5,2","   0.0","1,,,7,3,2","   0.0","1,,,7,5,2","   0.0","1,,,7,3,2","   0.0","1,,,7,5,2","   1.0","1,,,7,3,2","   1.1","1,,,7,5,2","   1.2","1,,,7,3,2","   1.3","1,,,7,5,2","45.3",",,,7","227",",,,7","-1.87",",7","0.54",",,,7","-4.27",",,,7","270",",7","14.3",",7"
"USC00368361","2021-02","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.9","1,7","0.0","H","0.0",",7","21",",7","4",",7","0",",7","27",",7","5",",7","4",",7","28",",7","19",",7","0",",7","0",",7","","","","","-22.2",",7,22,+","254",",,7,19,+","76",",,7,16,","15.0",",,7,16,","11.7",",7,25,","2562.3","H","   1.7",",,,7,3,2","   1.1",",,,7,5,2","674.8",",7","   2.2",",,,7,3,2","   2.2",",,,7,5,2","  -1.1",",,,7,3,2","  -1.1",",,,7,5,2","  -0.6",",,,7,3,2","  -0.6",",,,7,5,2","  -0.1",",,,7,3,2","  -0.1",",,,7,5,2","   0.2",",,,7,3,2","   0.1",",,,7,5,2","39.2",",,,7","335",",,,7","-5.77",",7","-1.31",",,,7","-10.23",",,,7","230",",7","17.0",",7"
"USC00368361","2021-03","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.4",",7","0.0","H","0.0",",7","11",",7","4",",7","0",",7","0",",7","0",",7","0",",7","23",",7","4",",7","3",",7","0",",7","2","","","","-12.2",",7,07,","0",",T,7,02,","3",",,7,02,","12.4",",,7,19,","22.8",",7,25,","3006.7","H","   8.9","1,,,7,3,2","   8.9","3,,,7,5,2","444.4",",7","  11.1","1,,,7,3,2","  10.6","3,,,7,5,2","   0.0","1,,,7,3,2","   0.0","3,,,7,5,2","   0.6","1,,,7,3,2","   0.6","3,,,7,5,2","   3.6","1,,,7,3,2","   3.3","3,,,7,5,2","   6.1","1,,,7,3,2","   5.6","3,,,7,5,2","34.5",",,,7","3",",,,7","4.00",",7","10.81",",,,7","-2.81",",,,7","200",",7","21.9",",7"
"USC00368361","2021-04","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.7",",7","2.5","H","2.5",",7","19",",7","9",",7","1",",7","3",",7","1",",7","0",",7","11",",7","1",",7","7",",7","0",",7","4","","3","","-7.2",",7,03,","102",",,7,21,","76",",,7,21,","30.5",",,7,30,","27.8",",7,09,","3300.3","H","  12.8","1,,,7,3,2","  12.2","1,,,7,5,2","293.6",",7","  15.0","1,,,7,3,2","  14.4",",,,7,5,2","   2.8","1,,,7,3,2","   3.9","1,,,7,5,2","   6.1","1,,,7,3,2","   6.7",",,,7,5,2","   8.1","1,,,7,3,2","   8.2","1,,,7,5,2","  11.3","1,,,7,3,2","  10.7",",,,7,5,2","78.5",",,,7","107",",,,7","8.63",",7","14.65",",,,7","2.61",",,,7","300",",7","14.3",",7"
"USC00368361","2021-05","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.1",",7","24.4","H","21.9",",7","13",",7","6",",7","1",",7","0",",7","0",",7","0",",7","10",",7","0",",7","13",",7","0",",7","9","","","","-1.1",",7,14,+","0",",,7,31,+","0",",T,7,10,","31.0",",,7,29,","30.0",",7,26,+","3509.5","H","  18.9",",,,7,3,2","  18.3",",,,7,5,2","209.2",",7","  22.2",",,,7,3,2","  20.6","1,,,7,5,2","   7.2",",,,7,3,2","   8.3",",,,7,5,2","   8.9",",,,7,3,2","   9.4","1,,,7,5,2","  12.7",",,,7,3,2","  12.7",",,,7,5,2","  16.0",",,,7,3,2","  15.2","1,,,7,5,2","77.0",",,,7","0",",T,,7","12.29",",7","18.58",",,,7","6.00",",,,7","230",",7","12.5",",7"
"USC00368361","2021-06","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.2",",7","112.1","H","87.7",",7","14",",7","12",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","26",",7","1",",7","8","","10","","4.4",",7,17,+","0",",,7,30,+","0",",,7,30,+","33.8",",,7,20,","32.2",",7,30,","3543.1","H","  23.3",",,,7,3,2","  22.2","1,,,7,5,2","33.6",",7","  26.1",",,,7,3,2","  25.0","1,,,7,5,2","  12.8",",,,7,3,2","  13.3","1,,,7,5,2","  17.2",",,,7,3,2","  17.2","1,,,7,5,2","  19.4",",,,7,3,2","  19.3","1,,,7,5,2","  22.6",",,,7,3,2","  21.8","1,,,7,5,2","112.6",",,,7","0",",,,7","20.14",",7","25.79",",,,7","14.48",",,,7","230",",7","14.3",",7"
"USC00368361","2021-07","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","191.5","H","79.4",",7","17",",7","12",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","0",",7","11","","7","","8.3",",7,31,","0",",,7,31,+","0",",,7,31,+","46.2",",,7,17,","31.1",",7,07,+","13.0","H","","","","","13.0",",7","","","","","","","","","","","","","","","","","","","","","186.0",",,,7","0",",,,7","20.48",",7","25.62",",,,7","15.34",",,,7","","","",""
"USC00368361","2021-08","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","0.4","2,7","305.6","H","114.1",",7","13",",7","10",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","0",",7","13","","4","","8.9",",7,04,","0",",,7,31,+","0",",,7,31,+","42.7",",,7,14,","31.7",",7,29,","23.0","H","  25.0","2,,,7,3,2","  24.4","3,,,7,5,2","10.0",",7","  27.8","2,,,7,3,2","  26.1","3,,,7,5,2","  20.0","2,,,7,3,2","  19.4","3,,,7,5,2","  22.2","2,,,7,3,2","  22.2","3,,,7,5,2","  22.8","2,,,7,3,2","  22.1","3,,,7,5,2","  25.4","2,,,7,3,2","  24.3","3,,,7,5,2","104.2",",,,7","0",",,,7","21.69",",7","27.28",",,,7","16.10",",,,7","270","2,7","15.2","2,7"
"USC00368361","2021-09","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.1",",7","330.8","H","25.2",",7","15",",7","8",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","24",",7","0",",7","11","","3","","4.4",",7,30,","0",",,7,30,+","0",",,7,30,+","38.1",",,7,23,","28.9",",7,15,","79.4","H","  23.3",",,,7,3,2","  22.8",",,,7,5,2","56.4",",7","  25.6",",,,7,3,2","  25.0","1,,,7,5,2","  15.6",",,,7,3,2","  15.6",",,,7,5,2","  16.7",",,,7,3,2","  16.7","1,,,7,5,2","  19.2",",,,7,3,2","  18.7",",,,7,5,2","  21.5",",,,7,3,2","  20.7","1,,,7,5,2","105.8",",,,7","0",",,,7","17.29",",7","23.33",",,,7","11.25",",,,7","240",",7","11.6",",7"
"USC00368361","2021-10","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","348.4","H","17.6",",7","19",",7","14",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","14",",7","0",",7","15","","1","","2.8",",7,29,+","0",",,7,31,+","0",",,7,31,+","33.5",",,7,09,","26.1",",7,10,+","214.7","H","","","","","135.3",",7","","","","","","","","","","","","","","","","","","","","","170.2",",,,7","0",",,,7","14.54",",7","19.24",",,,7","9.84",",,,7","","","",""
"USC00368361","2021-11","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","","","","","17",",N","12",",N","0",",N","6",",N","5",",N","","","","","","","","","","","","","","","","","102",",,N,29,","81",",,N,19,","13.7",",,N,15,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.1",",,,N","272",",,,N","","","","","","","","","",""
